Opened /dev/xdma0_h2c_0 -> 3
Opened /dev/xdma0_c2h_0 -> 4
Successfully reset the FPGA!
k,d,A_local,t12,t23,S,fired
5,31,289,30,2,10,0
5,31,289,30,2,11,0
5,31,289,30,2,12,0
5,31,289,30,2,13,0
5,31,289,30,2,14,0
5,31,289,30,2,15,0
5,31,289,30,2,16,0
5,31,289,30,2,17,0
5,31,289,30,2,18,0
5,31,289,30,2,19,0
5,31,289,30,2,20,0
5,31,289,30,2,21,0
5,31,289,30,2,22,0
5,31,289,30,2,23,0
5,31,289,30,2,24,1
5,31,289,30,2,25,1
5,31,289,30,2,26,0
5,31,289,30,2,27,0
5,31,289,30,2,28,0
5,31,289,30,2,29,0
5,31,289,30,2,30,1
5,31,289,30,2,31,1
5,241,171,5,1,1,1
5,241,171,5,1,16,1
5,241,171,5,1,17,1
5,241,171,5,1,32,0
5,241,171,5,1,33,0
5,241,171,5,1,48,0
5,241,171,5,1,49,0
5,241,171,5,1,64,0
5,241,171,5,1,65,0
5,241,171,5,1,80,0
5,241,171,5,1,81,0
5,241,171,5,1,96,1
5,241,171,5,1,97,1
5,241,171,5,1,112,1
5,241,171,5,1,113,1
5,241,171,5,1,128,1
5,241,171,5,1,129,1
5,241,171,5,1,144,1
5,241,171,5,1,145,1
5,241,171,5,1,160,0
5,241,171,5,1,161,0
5,241,171,5,1,176,0
5,241,171,5,1,177,0
5,241,171,5,1,192,0
5,241,171,5,1,193,0
5,241,171,5,1,208,0
5,241,171,5,1,209,0
5,241,171,5,1,224,1
5,241,171,5,1,225,1
5,241,171,5,1,240,1
5,241,171,5,1,241,1
5,241,171,5,2,1,1
5,241,171,5,2,16,1
5,241,171,5,2,17,1
5,241,171,5,2,32,0
5,241,171,5,2,33,0
5,241,171,5,2,48,0
5,241,171,5,2,49,0
5,241,171,5,2,64,0
5,241,171,5,2,65,0
5,241,171,5,2,80,0
5,241,171,5,2,81,0
5,241,171,5,2,96,1
5,241,171,5,2,97,1
5,241,171,5,2,112,1
5,241,171,5,2,113,1
5,241,171,5,2,128,1
5,241,171,5,2,129,1
5,241,171,5,2,144,1
5,241,171,5,2,145,1
5,241,171,5,2,160,0
5,241,171,5,2,161,0
5,241,171,5,2,176,0
5,241,171,5,2,177,0
5,241,171,5,2,192,0
5,241,171,5,2,193,0
5,241,171,5,2,208,0
5,241,171,5,2,209,0
5,241,171,5,2,224,1
5,241,171,5,2,225,1
5,241,171,5,2,240,1
5,241,171,5,2,241,1
5,241,171,10,1,1,1
5,241,171,10,1,16,1
5,241,171,10,1,17,1
5,241,171,10,1,32,0
5,241,171,10,1,33,0
5,241,171,10,1,48,0
5,241,171,10,1,49,0
5,241,171,10,1,64,0
5,241,171,10,1,65,0
5,241,171,10,1,80,0
5,241,171,10,1,81,0
5,241,171,10,1,96,1
5,241,171,10,1,97,1
5,241,171,10,1,112,1
5,241,171,10,1,113,1
5,241,171,10,1,128,1
5,241,171,10,1,129,1
5,241,171,10,1,144,1
5,241,171,10,1,145,1
5,241,171,10,1,160,0
5,241,171,10,1,161,0
5,241,171,10,1,176,0
5,241,171,10,1,177,0
5,241,171,10,1,192,0
5,241,171,10,1,193,0
5,241,171,10,1,208,0
5,241,171,10,1,209,0
5,241,171,10,1,224,1
5,241,171,10,1,225,1
5,241,171,10,1,240,1
5,241,171,10,1,241,1
5,241,171,10,2,1,1
5,241,171,10,2,16,1
5,241,171,10,2,17,1
5,241,171,10,2,32,0
5,241,171,10,2,33,0
5,241,171,10,2,48,0
5,241,171,10,2,49,0
5,241,171,10,2,64,0
5,241,171,10,2,65,0
5,241,171,10,2,80,0
5,241,171,10,2,81,0
5,241,171,10,2,96,1
5,241,171,10,2,97,1
5,241,171,10,2,112,1
5,241,171,10,2,113,1
5,241,171,10,2,128,1
5,241,171,10,2,129,1
5,241,171,10,2,144,1
5,241,171,10,2,145,1
5,241,171,10,2,160,0
5,241,171,10,2,161,0
5,241,171,10,2,176,0
5,241,171,10,2,177,0
5,241,171,10,2,192,0
5,241,171,10,2,193,0
5,241,171,10,2,208,0
5,241,171,10,2,209,0
5,241,171,10,2,224,1
5,241,171,10,2,225,1
5,241,171,10,2,240,1
5,241,171,10,2,241,1
5,241,171,20,1,1,1
5,241,171,20,1,16,1
5,241,171,20,1,17,1
5,241,171,20,1,32,0
5,241,171,20,1,33,0
5,241,171,20,1,48,0
5,241,171,20,1,49,0
5,241,171,20,1,64,0
5,241,171,20,1,65,0
5,241,171,20,1,80,0
5,241,171,20,1,81,0
5,241,171,20,1,96,1
5,241,171,20,1,97,1
5,241,171,20,1,112,1
5,241,171,20,1,113,1
5,241,171,20,1,128,1
5,241,171,20,1,129,1
5,241,171,20,1,144,1
5,241,171,20,1,145,1
5,241,171,20,1,160,0
5,241,171,20,1,161,0
5,241,171,20,1,176,0
5,241,171,20,1,177,0
5,241,171,20,1,192,0
5,241,171,20,1,193,0
5,241,171,20,1,208,0
5,241,171,20,1,209,0
5,241,171,20,1,224,1
5,241,171,20,1,225,1
5,241,171,20,1,240,1
5,241,171,20,1,241,1
5,241,171,20,2,1,1
5,241,171,20,2,16,1
5,241,171,20,2,17,1
5,241,171,20,2,32,0
5,241,171,20,2,33,0
5,241,171,20,2,48,0
5,241,171,20,2,49,0
5,241,171,20,2,64,0
5,241,171,20,2,65,0
5,241,171,20,2,80,0
5,241,171,20,2,81,0
5,241,171,20,2,96,1
5,241,171,20,2,97,1
5,241,171,20,2,112,1
5,241,171,20,2,113,1
5,241,171,20,2,128,1
5,241,171,20,2,129,1
5,241,171,20,2,144,1
5,241,171,20,2,145,1
5,241,171,20,2,160,0
5,241,171,20,2,161,0
5,241,171,20,2,176,0
5,241,171,20,2,177,0
5,241,171,20,2,192,0
5,241,171,20,2,193,0
5,241,171,20,2,208,0
5,241,171,20,2,209,0
5,241,171,20,2,224,1
5,241,171,20,2,225,1
5,241,171,20,2,240,1
5,241,171,20,2,241,1
5,241,171,30,1,1,1
5,241,171,30,1,16,1
5,241,171,30,1,17,1
5,241,171,30,1,32,0
5,241,171,30,1,33,0
5,241,171,30,1,48,0
5,241,171,30,1,49,0
5,241,171,30,1,64,0
5,241,171,30,1,65,0
5,241,171,30,1,80,0
5,241,171,30,1,81,0
5,241,171,30,1,96,1
5,241,171,30,1,97,1
5,241,171,30,1,112,1
5,241,171,30,1,113,1
5,241,171,30,1,128,1
5,241,171,30,1,129,1
5,241,171,30,1,144,1
5,241,171,30,1,145,1
5,241,171,30,1,160,0
5,241,171,30,1,161,0
5,241,171,30,1,176,0
5,241,171,30,1,177,0
5,241,171,30,1,192,0
5,241,171,30,1,193,0
5,241,171,30,1,208,0
5,241,171,30,1,209,0
5,241,171,30,1,224,1
5,241,171,30,1,225,1
5,241,171,30,1,240,1
5,241,171,30,1,241,1
5,241,171,30,2,1,1
5,241,171,30,2,16,1
5,241,171,30,2,17,1
5,241,171,30,2,32,0
5,241,171,30,2,33,0
5,241,171,30,2,48,0
5,241,171,30,2,49,0
5,241,171,30,2,64,0
5,241,171,30,2,65,0
5,241,171,30,2,80,0
5,241,171,30,2,81,0
5,241,171,30,2,96,1
5,241,171,30,2,97,1
5,241,171,30,2,112,1
5,241,171,30,2,113,1
5,241,171,30,2,128,1
5,241,171,30,2,129,1
5,241,171,30,2,144,1
5,241,171,30,2,145,1
5,241,171,30,2,160,0
5,241,171,30,2,161,0
5,241,171,30,2,176,0
5,241,171,30,2,177,0
5,241,171,30,2,192,0
5,241,171,30,2,193,0
5,241,171,30,2,208,0
5,241,171,30,2,209,0
5,241,171,30,2,224,1
5,241,171,30,2,225,1
5,241,171,30,2,240,1
5,241,171,30,2,241,1
5,434,25,5,1,2,1
5,434,25,5,1,16,1
5,434,25,5,1,18,1
5,434,25,5,1,32,1
5,434,25,5,1,34,1
5,434,25,5,1,48,1
5,434,25,5,1,50,1
5,434,25,5,1,128,0
5,434,25,5,1,130,0
5,434,25,5,1,144,0
5,434,25,5,1,146,0
5,434,25,5,1,160,0
5,434,25,5,1,162,0
5,434,25,5,1,176,0
5,434,25,5,1,178,0
5,434,25,5,1,256,0
5,434,25,5,1,258,0
5,434,25,5,1,272,0
5,434,25,5,1,274,0
5,434,25,5,1,288,0
5,434,25,5,1,290,0
5,434,25,5,1,304,0
5,434,25,5,1,306,0
5,434,25,5,1,384,1
5,434,25,5,1,386,1
5,434,25,5,1,400,1
5,434,25,5,1,402,1
5,434,25,5,1,416,1
5,434,25,5,1,418,1
5,434,25,5,1,432,1
5,434,25,5,1,434,1
5,434,25,5,2,2,1
5,434,25,5,2,16,1
5,434,25,5,2,18,1
5,434,25,5,2,32,1
5,434,25,5,2,34,1
5,434,25,5,2,48,1
5,434,25,5,2,50,1
5,434,25,5,2,128,0
5,434,25,5,2,130,0
5,434,25,5,2,144,0
5,434,25,5,2,146,0
5,434,25,5,2,160,0
5,434,25,5,2,162,0
5,434,25,5,2,176,0
5,434,25,5,2,178,0
5,434,25,5,2,256,0
5,434,25,5,2,258,0
5,434,25,5,2,272,0
5,434,25,5,2,274,0
5,434,25,5,2,288,0
5,434,25,5,2,290,0
5,434,25,5,2,304,0
5,434,25,5,2,306,0
5,434,25,5,2,384,1
5,434,25,5,2,386,1
5,434,25,5,2,400,1
5,434,25,5,2,402,1
5,434,25,5,2,416,1
5,434,25,5,2,418,1
5,434,25,5,2,432,1
5,434,25,5,2,434,1
5,434,25,10,1,2,1
5,434,25,10,1,16,1
5,434,25,10,1,18,1
5,434,25,10,1,32,1
5,434,25,10,1,34,1
5,434,25,10,1,48,1
5,434,25,10,1,50,1
5,434,25,10,1,128,0
5,434,25,10,1,130,0
5,434,25,10,1,144,0
5,434,25,10,1,146,0
5,434,25,10,1,160,0
5,434,25,10,1,162,0
5,434,25,10,1,176,0
5,434,25,10,1,178,0
5,434,25,10,1,256,0
5,434,25,10,1,258,0
5,434,25,10,1,272,0
5,434,25,10,1,274,0
5,434,25,10,1,288,0
5,434,25,10,1,290,0
5,434,25,10,1,304,0
5,434,25,10,1,306,0
5,434,25,10,1,384,1
5,434,25,10,1,386,1
5,434,25,10,1,400,1
5,434,25,10,1,402,1
5,434,25,10,1,416,1
5,434,25,10,1,418,1
5,434,25,10,1,432,1
5,434,25,10,1,434,1
5,434,25,10,2,2,1
5,434,25,10,2,16,1
5,434,25,10,2,18,1
5,434,25,10,2,32,1
5,434,25,10,2,34,1
5,434,25,10,2,48,1
5,434,25,10,2,50,1
5,434,25,10,2,128,0
5,434,25,10,2,130,0
5,434,25,10,2,144,0
5,434,25,10,2,146,0
5,434,25,10,2,160,0
5,434,25,10,2,162,0
5,434,25,10,2,176,0
5,434,25,10,2,178,0
5,434,25,10,2,256,0
5,434,25,10,2,258,0
5,434,25,10,2,272,0
5,434,25,10,2,274,0
5,434,25,10,2,288,0
5,434,25,10,2,290,0
5,434,25,10,2,304,0
5,434,25,10,
