Opened /dev/xdma0_h2c_3 -> 3
Opened /dev/xdma0_c2h_3 -> 4
Successfully reset the FPGA!
k,d,A_local,t12,t23,S,fired
5,454,177,30,1,132,0
5,454,177,30,1,134,0
5,454,177,30,1,192,0
5,454,177,30,1,194,0
5,454,177,30,1,196,0
5,454,177,30,1,198,0
5,454,177,30,1,256,0
5,454,177,30,1,258,0
5,454,177,30,1,260,0
5,454,177,30,1,262,0
5
